bbox_x,bbox_y,bbox_w,bbox_h,class_id,label,timestamp,confidence,real_detection,track_id,n
874.0,14.0,15.0,15.0,0,vehicle,1694357079.288,0.5457422733306885,1,206,41
943.0,520.0,15.0,16.0,0,person,1694357079.288,1.0,True,212,51
722.0,74.0,25.0,22.0,0,ignore_area,1694357079.288,2.0,1,99,1
945.75,67.75,7.5,9.25,0,vehicle,1694357079.288,2.0,1,99,1
434.0,128.0,5.0,9.75,0,person,1694357079.288,2.0,1,99,1
934.0,511.0,15.0,15.0,0,person,1694357079.989,0.3922653198242187,1,179,141
874.0,10.0,15.0,15.0,0,vehicle,1694357079.989,0.4704127311706543,1,206,57
939.0,518.0,15.0,15.0,0,person,1694357079.989,1.0,True,208,83
947.0,521.0,15.0,15.0,0,person,1694357079.989,0.4022244811058044,1,212,89
877.0,29.0,15.0,15.0,0,vehicle,1694357079.989,1.0,True,224,26
722.0,74.0,25.0,22.0,0,ignore_area,1694357079.989,2.0,1,99,1
1014.25,81.5,12.5,11.5,0,vehicle,1694357079.989,2.0,1,99,1
419.0,131.375,6.875,9.5,0,person,1694357079.989,2.0,1,99,1
961.0,532.0,16.0,20.0,0,person,1694357152.879,1.0,True,558,218
945.0,525.0,16.0,24.0,0,person,1694357152.879,1.0,True,564,110
896.0,532.0,15.0,21.0,0,person,1694357152.879,1.0,True,568,45
963.0,522.0,14.0,27.0,0,person,1694357153.579,1.0,True,575,36
907.0,527.0,15.0,24.0,0,person,1694357153.579,1.0,True,577,30
954.0,522.0,15.0,27.0,0,object,1694357153.579,0.4594752192497253,1,582,5
907.0,533.0,15.0,18.0,0,person,1694357153.579,1.0,True,584,1
975.0,519.0,15.0,30.0,0,person,1694357154.28,0.3624877333641052,1,575,71
962.0,522.0,15.0,27.0,0,person,1694357154.28,1.0,True,581,16
916.0,527.0,15.0,25.0,0,person,1694357154.28,0.4940484166145324,1,584,31
0.0,0.0,500.0,500.0,10,ignore_frame,1694357213.35,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694357286.083,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694357286.783,2.0,1,99,1
241.0,438.0,14.0,15.0,0,object,1694357287.484,0.1075817197561264,1,1281,418
314.0,430.0,14.0,15.0,0,object,1694357287.484,0.3188717365264892,1,1283,483
278.0,434.0,15.0,15.0,0,object,1694357287.484,0.2170181274414062,1,1286,449
129.0,448.0,15.0,15.0,0,object,1694357287.484,0.0802014246582984,1,1294,364
522.0,412.0,15.0,15.0,0,object,1694357287.484,0.1193588972091674,1,1296,122
206.0,441.0,15.0,15.0,0,object,1694357287.484,0.2794141173362732,1,1298,471
618.0,403.0,14.0,15.0,0,object,1694357287.484,0.3275201916694641,1,1324,235
765.0,391.0,15.0,15.0,0,object,1694357287.484,0.2216896265745163,1,1332,219
958.0,453.0,15.0,24.0,0,person,1694357287.484,1.0,True,1450,477
943.0,454.0,16.0,31.0,0,person,1694357287.484,1.0,True,1546,543
554.0,410.0,14.0,15.0,0,object,1694357287.484,0.2338155061006546,1,1710,103
1432.0,231.0,16.0,15.0,0,animal,1694357287.484,1.0,True,1721,262
1174.0,527.0,15.0,24.0,0,person,1694357287.484,1.0,True,1770,168
1493.0,337.0,38.0,15.0,0,vehicle,1694357287.484,1.0,True,1799,63
649.0,401.0,15.0,15.0,0,object,1694357287.484,0.1211539730429649,1,1802,9
1237.0,569.0,17.0,31.0,0,person,1694357287.484,1.0,True,1845,17
1371.0,350.0,18.0,16.0,0,vehicle,1694357287.484,1.0,True,1846,17
1511.0,353.0,1.0,1.0,0,vehicle,1694357287.484,2.0,1,99,1
1054.75,350.25,24.25,12.0,0,animal,1694357287.484,2.0,1,99,1
1082.75,346.25,4.75,13.75,0,animal,1694357287.484,2.0,1,99,1
1087.75,350.25,26.25,9.75,0,animal,1694357287.484,2.0,1,99,1
1089.25,352.5,14.25,15.25,0,animal,1694357287.484,2.0,1,99,1
1120.75,337.25,25.25,15.25,0,animal,1694357287.484,2.0,1,99,1
1127.5,344.0,11.5,9.5,0,animal,1694357287.484,2.0,1,99,1
1129.75,350.0,14.75,9.75,0,animal,1694357287.484,2.0,1,99,1
1143.25,331.25,15.75,13.75,0,animal,1694357287.484,2.0,1,99,1
1150.0,354.0,11.25,11.75,0,animal,1694357287.484,2.0,1,99,1
1162.25,352.0,21.25,12.0,0,animal,1694357287.484,2.0,1,99,1
1109.0,404.0,149.0,66.0,0,ignore_area,1694357287.484,2.0,1,99,1
1752.0,188.0,164.0,134.0,0,ignore_area,1694357287.484,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694357214.084,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694357214.784,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694357220.167,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694357220.868,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694357221.568,2.0,1,99,1
1650.0,788.0,15.0,15.0,0,object,1694357496.309,0.1417750120162964,1,3729,413
1909.0,1063.0,11.0,15.0,0,vehicle,1694357496.309,1.0,True,3755,301
1199.0,542.0,20.0,15.0,0,object,1694357496.309,0.3729067742824554,1,4006,20
1662.0,789.0,15.0,15.0,0,object,1694357496.309,0.1520081460475921,1,4018,4
1909.0,1063.0,11.0,15.0,0,object,1694357496.309,0.0922175943851471,1,3755,-1
1230.5,618.875,9.875,10.5,0,vehicle,1694357496.309,2.0,1,99,1
1536.5,314.75,15.75,6.75,0,vehicle,1694357496.309,2.0,1,99,1
1512.0,311.5,10.0,5.75,0,vehicle,1694357496.309,2.0,1,99,1
1488.75,307.25,10.5,6.5,0,vehicle,1694357496.309,2.0,1,99,1
1602.5,326.75,11.75,8.0,0,vehicle,1694357496.309,2.0,1,99,1
1614.5,313.0,9.5,6.25,0,vehicle,1694357496.309,2.0,1,99,1
1580.0,315.0,15.5,8.0,0,vehicle,1694357496.309,2.0,1,99,1
1548.25,338.0,20.5,11.0,0,vehicle,1694357496.309,2.0,1,99,1
1471.0,357.75,14.75,8.25,0,vehicle,1694357496.309,2.0,1,99,1
5.0,11.0,1228.0,322.0,0,ignore_area,1694357496.309,2.0,1,99,1
6.0,293.0,852.0,507.0,0,ignore_area,1694357496.309,2.0,1,99,1
1244.0,176.0,206.0,267.0,0,ignore_area,1694357496.309,2.0,1,99,1
1750.5,284.0,11.5,9.0,0,vehicle,1694357496.309,2.0,1,99,1
1788.25,273.75,9.5,8.75,0,vehicle,1694357496.309,2.0,1,99,1
1673.0,214.0,8.25,5.25,0,vehicle,1694357496.309,2.0,1,99,1
1906.0,1061.0,13.0,18.0,0,vehicle,1694357496.309,2.0,1,99,1
