bbox_x,bbox_y,bbox_w,bbox_h,class_id,label,timestamp,confidence,real_detection,track_id,n
978.0,555.0,17.0,37.0,0,person,1694324067.642,1.0,True,4,282
993.0,362.0,15.0,24.0,0,ignore_area,1694324067.642,0.5939674377441406,1,6,268
982.0,359.0,14.0,25.0,0,object,1694324067.642,0.5669353008270264,1,8,270
1065.0,455.0,53.0,35.0,0,object,1694324067.642,0.0925862118601799,1,50,237
941.0,493.0,32.0,36.0,0,vehicle,1694324067.642,0.4291748106479645,1,62,235
405.0,209.0,15.0,15.0,0,object,1694324067.642,0.0987834334373474,1,115,44
899.0,671.0,44.0,60.0,0,object,1694324067.642,0.485606849193573,1,117,94
0.0,304.0,10.0,16.0,0,object,1694324067.642,0.2621972858905792,1,121,54
58.0,234.0,15.0,16.0,0,object,1694324067.642,0.0879505425691604,1,124,56
890.0,437.0,15.0,16.0,0,person,1694324067.642,1.0,True,128,71
933.0,291.0,15.0,18.0,0,person,1694324067.642,1.0,True,131,57
1621.0,164.0,16.0,14.0,0,vehicle,1694324067.642,1.0,True,160,3
1032.0,408.0,592.0,113.0,0,ignore_area,1694324067.642,2.0,1,99,1
830.0,887.0,71.0,85.0,0,vehicle,1694324067.642,2.0,1,99,1
1610.0,138.0,11.0,20.0,0,person,1694324067.642,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324069.677,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324071.713,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324073.748,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324075.783,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324077.819,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324079.854,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324081.89,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324083.925,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324085.96,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324087.996,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324090.031,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324092.066,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324094.102,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324096.137,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324098.172,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324100.208,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324190.0,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324192.035,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324194.071,2.0,1,99,1
672.0,311.0,15.0,15.0,0,object,1694324198.141,0.1444956958293914,1,973,385
658.0,363.0,20.0,15.0,0,object,1694324198.141,0.6973947286605835,1,1050,219
784.0,368.0,15.0,15.0,0,object,1694324198.141,0.5603245496749878,1,1148,176
1732.0,434.0,109.0,56.0,0,object,1694324198.141,0.089400477707386,1,1150,57
779.0,198.0,15.0,15.0,0,object,1694324198.141,0.4793701767921448,1,1240,106
1041.0,194.0,15.0,15.0,0,object,1694324198.141,0.1539385914802551,1,1258,41
744.0,364.0,15.0,16.0,0,object,1694324198.141,0.5820468068122864,1,1271,96
456.0,195.0,15.0,15.0,0,object,1694324198.141,0.1901622712612152,1,1280,50
624.0,333.0,14.0,15.0,0,object,1694324198.141,0.1240013241767883,1,1295,48
1041.0,200.0,44.0,18.0,0,object,1694324198.141,0.1037337779998779,1,1314,20
707.0,308.0,15.0,15.0,0,object,1694324198.141,0.4668035805225372,1,1373,88
966.0,200.0,23.0,15.0,0,object,1694324198.141,0.2603411674499511,1,1400,45
1020.0,199.0,14.0,15.0,0,object,1694324198.141,0.1287222802639007,1,1404,21
679.0,330.0,15.0,15.0,0,person,1694324198.141,1.0,True,1469,13
612.0,340.0,15.0,18.0,0,person,1694324198.141,1.0,True,1482,2
944.0,200.0,15.0,15.0,0,object,1694324198.141,0.089566446840763,1,1484,2
944.0,200.0,15.0,15.0,0,object,1694324198.141,0.089566446840763,1,1484,-1
1458.0,385.0,458.0,100.0,0,ignore_area,1694324198.141,2.0,1,99,1
1527.0,167.0,6.0,7.0,0,boat,1694324198.141,2.0,1,99,1
1273.0,179.0,22.0,4.0,0,boat,1694324198.141,2.0,1,99,1
1218.0,172.0,10.0,8.0,0,boat,1694324198.141,2.0,1,99,1
1111.0,181.0,9.0,6.0,0,boat,1694324198.141,2.0,1,99,1
1130.0,170.0,7.0,4.0,0,boat,1694324198.141,2.0,1,99,1
1098.0,179.0,7.0,4.0,0,boat,1694324198.141,2.0,1,99,1
971.0,189.0,7.0,6.0,0,boat,1694324198.141,2.0,1,99,1
976.0,205.0,6.0,5.0,0,vehicle,1694324198.141,2.0,1,99,1
1.0,425.0,1915.0,578.0,0,ignore_area,1694324198.141,1.0,True,99,1
1383.25,166.75,9.0,6.5,0,boat,1694324198.141,2.0,1,99,1
1472.25,167.0,7.0,6.0,0,boat,1694324198.141,2.0,1,99,1
1257.5,173.5,7.5,7.5,0,boat,1694324198.141,2.0,1,99,1
1232.5,171.25,8.25,6.75,0,boat,1694324198.141,2.0,1,99,1
1162.75,173.25,8.75,7.75,0,boat,1694324198.141,2.0,1,99,1
1155.75,168.375,5.375,3.375,0,boat,1694324198.141,2.0,1,99,1
1659.0,168.5,5.5,6.25,0,boat,1694324198.141,2.0,1,99,1
1654.0,165.25,6.0,5.0,0,boat,1694324198.141,2.0,1,99,1
1647.25,164.0,5.5,3.5,0,boat,1694324198.141,2.0,1,99,1
1612.5,167.0,6.0,5.25,0,boat,1694324198.141,2.0,1,99,1
1569.25,167.0,8.25,8.5,0,boat,1694324198.141,2.0,1,99,1
1138.25,387.5,12.5,13.0,0,object,1694324198.141,2.0,1,99,1
903.0,465.0,14.0,16.0,0,object,1694324196.106,0.3826457560062408,1,864,392
890.0,465.0,14.0,16.0,0,object,1694324196.106,0.3666402101516723,1,940,221
1651.0,160.0,15.0,15.0,0,boat,1694324196.106,1.0,True,942,212
723.0,369.0,21.0,15.0,0,object,1694324196.106,0.5981377363204956,1,1050,155
1527.0,755.0,86.0,42.0,0,object,1694324196.106,0.3167954385280609,1,1127,121
820.0,373.0,15.0,15.0,0,object,1694324196.106,0.4000462293624878,1,1148,95
831.0,198.0,15.0,15.0,0,object,1694324196.106,0.3594391942024231,1,1240,34
777.0,368.0,15.0,15.0,0,object,1694324196.106,0.6472902297973633,1,1271,34
458.0,196.0,15.0,15.0,0,object,1694324196.106,0.4120742082595825,1,1280,16
422.0,197.0,21.0,14.0,0,object,1694324196.106,0.5000836849212646,1,1282,36
1569.0,165.0,15.0,15.0,0,boat,1694324196.106,1.0,True,1346,1
1138.0,389.0,6.25,10.0,0,person,1694324196.106,2.0,1,99,1
1136.5,376.5,5.5,10.25,0,person,1694324196.106,2.0,1,99,1
1156.25,371.75,3.75,8.5,0,person,1694324196.106,2.0,1,99,1
0.0,468.0,1915.0,387.0,0,ignore_area,1694324196.106,1.0,True,99,1
1460.0,385.0,458.0,100.0,0,ignore_area,1694324196.106,2.0,1,99,1
1147.0,419.0,8.0,19.0,0,person,1694324196.106,2.0,1,99,1
1142.0,419.0,6.0,21.0,0,person,1694324196.106,2.0,1,99,1
704.25,315.25,5.25,6.75,0,person,1694324196.106,2.0,1,99,1
680.25,318.0,3.75,8.125,0,person,1694324196.106,2.0,1,99,1
684.375,314.875,3.875,10.5,0,person,1694324196.106,2.0,1,99,1
680.625,336.375,6.5,7.875,0,person,1694324196.106,2.0,1,99,1
619.25,344.75,5.0,12.875,0,person,1694324196.106,2.0,1,99,1
626.625,345.25,6.25,10.375,0,person,1694324196.106,2.0,1,99,1
1608.625,167.5,9.375,6.0,0,boat,1694324196.106,2.0,1,99,1
1526.0,167.375,6.125,7.25,0,boat,1694324196.106,2.0,1,99,1
1476.375,167.0,6.125,6.75,0,boat,1694324196.106,2.0,1,99,1
1340.5,167.25,5.875,5.0,0,boat,1694324196.106,2.0,1,99,1
1388.375,168.625,4.25,5.875,0,boat,1694324196.106,2.0,1,99,1
1274.625,179.375,22.125,4.875,0,boat,1694324196.106,2.0,1,99,1
1260.0,175.5,7.375,5.75,0,boat,1694324196.106,2.0,1,99,1
1233.125,170.875,8.375,9.0,0,boat,1694324196.106,2.0,1,99,1
1218.25,173.0,10.5,8.375,0,boat,1694324196.106,2.0,1,99,1
1160.875,174.625,7.375,7.5,0,boat,1694324196.106,2.0,1,99,1
1112.0,182.0,9.5,6.5,0,boat,1694324196.106,2.0,1,99,1
1045.0,178.25,5.25,5.25,0,boat,1694324196.106,2.0,1,99,1
1128.0,170.0,7.0,4.5,0,boat,1694324196.106,2.0,1,99,1
1098.75,180.75,7.0,4.25,0,boat,1694324196.106,2.0,1,99,1
971.5,189.25,7.25,6.0,0,boat,1694324196.106,2.0,1,99,1
1197.25,203.0,9.0,7.25,0,vehicle,1694324196.106,2.0,1,99,1
1162.0,202.5,9.75,7.25,0,vehicle,1694324196.106,2.0,1,99,1
1076.25,203.75,10.0,6.75,0,vehicle,1694324196.106,2.0,1,99,1
1036.0,206.75,10.75,4.5,0,vehicle,1694324196.106,2.0,1,99,1
927.0,260.0,4.0,8.25,0,person,1694324196.106,2.0,1,99,1
935.5,261.5,5.75,6.75,0,person,1694324196.106,2.0,1,99,1
1003.25,205.5,8.5,6.5,0,vehicle,1694324196.106,2.0,1,99,1
982.75,204.5,6.5,6.5,0,vehicle,1694324196.106,2.0,1,99,1
947.5,207.0,8.25,4.25,0,vehicle,1694324196.106,2.0,1,99,1
975.0,206.75,6.25,5.0,0,vehicle,1694324196.106,2.0,1,99,1
906.0,204.5,7.0,6.5,0,vehicle,1694324196.106,2.0,1,99,1
873.0,205.0,7.25,5.0,0,vehicle,1694324196.106,2.0,1,99,1
747.75,204.0,8.25,6.25,0,vehicle,1694324196.106,2.0,1,99,1
713.25,201.25,11.25,8.5,0,vehicle,1694324196.106,2.0,1,99,1
684.25,203.5,9.0,5.0,0,vehicle,1694324196.106,2.0,1,99,1
1458.0,385.0,458.0,100.0,0,ignore_area,1694324200.177,2.0,1,99,1
1528.0,167.0,6.0,7.0,0,boat,1694324200.177,2.0,1,99,1
1272.0,179.0,22.0,4.0,0,boat,1694324200.177,2.0,1,99,1
1219.0,172.0,10.0,8.0,0,boat,1694324200.177,2.0,1,99,1
1111.0,181.0,9.0,6.0,0,boat,1694324200.177,2.0,1,99,1
0.0,425.0,1915.0,578.0,0,ignore_area,1694324200.177,1.0,True,99,1
1255.0,173.0,7.0,7.0,0,boat,1694324200.177,2.0,1,99,1
1232.0,171.0,8.0,6.0,0,boat,1694324200.177,2.0,1,99,1
1567.0,167.0,8.0,8.0,0,boat,1694324200.177,2.0,1,99,1
710.75,313.75,5.0,6.75,0,person,1694324196.106,2.0,1,99,1
634.75,336.5,5.5,7.0,0,person,1694324196.106,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324202.212,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324204.248,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324206.283,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324218.667,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324220.703,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324222.738,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324224.773,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324226.809,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324228.844,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324230.88,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324232.915,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324234.95,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324236.986,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324239.021,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324241.056,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324243.092,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324245.127,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324247.162,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324249.198,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324257.635,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324259.67,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324261.706,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324263.741,2.0,1,99,1
0.0,0.0,500.0,500.0,10,ignore_frame,1694324265.776,2.0,1,99,1
